Rating,Review Title,Review,TextBlob Score,TextBlob Sentiment,VADER Score,VADER Sentiment
5 review-rating,Great black tshirt,"Great t shirts , good quality for the price , nice and black, light weight , wears well . My boyfriend is a medium build but he likes his shirts loose so I got him the large If your a big guy the large would be a little on the snug side good to show off your build , if your trying to hide a muffin top like my boyfriend then large for loose and he tucks it in his jeans .. great all around shirt for him .",0.30898962148962156,Positive,0.9562,Positive
4 review-rating,Comfortable,"I wanted old school feeling cotton and loose fitting shirts. Got it here, I’m between large and extra large, went with extra large and am happy with the choice. Only issue is there is not print on the inside like in the photos. Tags remove easily but I like to have size and wash instructions printed on the inside.",0.21811521811521814,Positive,0.7684,Positive
4 review-rating,Great,Correct size and great quality. Color on point and softness and very light weight,0.66,Positive,0.6249,Positive
5 review-rating,True to size,"These feel great, are a very good price, and a far, no shrinkage, which makes them very true to size.",0.56625,Positive,0.8476,Positive
5 review-rating,"Light weight, fit well, and great value","Shirts are light weight, fit well and great value. Like the colors. These are exactly what I was looking for to be able to pack light for a long trip with lots of hiking.",0.38571428571428573,Positive,0.9118,Positive
5 review-rating,Husband's Favorite T,These are well made and comfortable. They're soft and long lasting. Colors don't fade easily and shirts are sturdy and preshrunk.,0.17666666666666667,Positive,0.521,Positive
5 review-rating,Black t shirts,"Excellent t shirts, they don't have bacon neck or whatever else you might hesitate to buy t shirts online about.",1.0,Positive,0.3818,Positive
5 review-rating,Great quality,"The quality of these shirts are amazing, they are very soft and the size runs perfect. Great shirts to work out in or to use as work shirts",0.6325000000000001,Positive,0.9118,Positive
4 review-rating,Fine,The quality is fine but that's to be expected at this price point,0.15833333333333333,Positive,0.1027,Positive
4 review-rating,Nice quality,Great shirts to work in for a lower price. These shirts seem pretty durable and hold up if you work outside everyday in them.,0.21250000000000002,Positive,0.7269,Positive
4 review-rating,Great colors,"My husband loves these plain t-shirts, has wore them for years, however they do shrink so I’d suggest sizing up to get more bang for your buck, although they will be a little too big at first. We only wash our clothes in cold (except bedding & towels) so I know it’s not because of being washed in too hot of water.",-0.00022321428571428492,Negative,0.5719,Positive
5 review-rating,Super comfortable T-Shirts,"I bought these for outdoor activities such as hiking, etc. and they exceeded expectations. They have super comfortable soft fabric and fit just right - not too tight but still against the skin without flapping around.",0.19149659863945576,Positive,0.6542,Positive
5 review-rating,Great value for the money,Great value and color and weight and sturdiness and washability and thickness is great and very comfortable and breathable,0.7066666666666667,Positive,0.9348,Positive
5 review-rating,Happy!,"My husband likes the colors, the comfort, and I like how they launder. The cost was a bonus.",0.0,Neutral,0.8834,Positive
5 review-rating,Excellent,"Excellent shirts for the money. The shape and fit is good for my athletic build. 5'11"" 175 and the large fits perfect. Hopefully they dont shrink too much. Don't expect them too last forever. I replace these regularly or wear the old ones as undershirts.",0.4015873015873016,Positive,0.9382,Positive
4 review-rating,Comfy shirts,This is the second time I bought it. They're comfortable and easy to wash. They're lighter and dry faster. Competitive pricing and good quality. I'd buy them again if needed.,0.29333333333333333,Positive,0.8689,Positive
4 review-rating,Flattering and comfortable.,"Bought a 6 pack for my husband. Fit well except a little too long. (5'9"", X-large). He likes the comfort and he's kind of picky in that area. Colors are great. Shoulders and torso fit well.",0.32708333333333334,Positive,0.9485,Positive
4 review-rating,Simple shirts,Good for everyday home shirts to bum in or something you don’t care if it gets dirty cause these shirts will fade fast if you dry them with every wash i automatically hang dry all my black clothing but this one still fades after first wash,0.006250000000000002,Positive,0.2732,Positive
5 review-rating,5 star for comfort,The t-shirt are best for home wear. They fit great for larger bodies like me. They have been my go to shirts for work from home.,0.55,Positive,0.9231,Positive
5 review-rating,My son loves them,My son needed t-shirts and this looked like a good deal. He hates thicker t-shirts and these are perfect.,0.85,Positive,0.7351,Positive
5 review-rating,Good Value,"I bought these shirts for the gym, but they are great for any occasion. I like the quality.",0.8,Positive,0.872,Positive
5 review-rating,So comfy,"So big so nice most of all, it’s really good for my husband and we got it in a large and it was so big yet so fitting you know what I mean",0.2752232142857143,Positive,0.7986,Positive
5 review-rating,Great value,"Was a bit skeptical to get 5 shirts for the price and was pleasantly surprised.

The shirts arrived on time and were nicely packaged. The colors are wonderful, sizing very good in body/sleeve*, the fabric is soft, and the fabric weight perfectly balanced (not too thin or too thick). I wore with comfort the red one during a recent heat wave of 100+ fahrenheit real feel weather. Washed and dried at a warm temperature and there was no noticeable shrinking or color bleeding.

*usually buy a large size and am 5'9"" 180 lbs.

Compares well with tee shirts that cost 5x more.
Will order again as a gift for myself and others.",0.21025210084033616,Positive,0.9716,Positive
5 review-rating,Multiple Colored Crew T-Shirts Awesome!,I needed some crew t-shirts to go underneath some of my clothes. I am thankful that I found these crew t-shirts. The material is very well made; and they fit just right. I love the feel of them. Thank you!,0.3776785714285714,Positive,0.9391,Positive
4 review-rating,Nice Quality,"Cost was reasonable
Weight was light and not 2 heavy",0.23333333333333336,Positive,0.0,Neutral
5 review-rating,Me encantan,Lo compré a mi hijo adolescente para ponerlo debajo de la camisa del colegio y me encanta,0.0,Neutral,0.0,Neutral
5 review-rating,Great quality,Cannot believe how perfect these shirts are. Nice collection of colors. Great quality. Soft. Comfy and cool. Sizing is as described and fit perfectly. They launder nicely too.,0.60625,Positive,0.9413,Positive
5 review-rating,True to size,Thank you other brands I ordered from were not 200% cotton in glad it actually is !!!,0.125,Positive,0.7488,Positive
4 review-rating,Nice shirts,Got for a gift and they fit a 6'2 250 muscular guy well. He liked and so do I,0.5,Positive,0.8519,Positive
4 review-rating,White shirts,"Don't wash with colors, will get an off white color. Other than that they are good for marching band!!",0.2916666666666667,Positive,0.5399,Positive
4 review-rating,Under Shirts,Very durable but the arm pits stain up pretty quick and bad from deodorant the size is a very accurate fit. Delivery was on time as well.,0.16722222222222227,Positive,0.7066,Positive
4 review-rating,Good fit,I am a XL in shirts and this was a perfect fit for me when ordering XL. I like the way the shirt fits my body and the fact that they are on the thinner side is a huge plus. I wear these as undershirts so they don't get super dirty. Something that I did notice was that they do yellow a lot faster than my other white shirts.,0.17604166666666665,Positive,0.8504,Positive
4 review-rating,Soft,Shirts are soft and 100%cotton haven't tried them on yet.,0.1,Positive,0.0,Neutral
4 review-rating,Good deal!,Good deal and awesome quality! they fit a little oversized on me but that’s what I was going for.,0.478125,Positive,0.6749,Positive
5 review-rating,Lightweight and Pre-shrunk,"Gildan's one of my most purchased blanks for my business. I liked this package of t-shirts however, they are very thin. That being said they are great for summer and work well with embroidery. They do not shrink significantly when washed. Great basic t-shirt.",0.36500000000000005,Positive,0.9201,Positive
4 review-rating,Gildan makes very good t-shirts - I just hoped these had pockets,I like the no-tags and the hardiness of these.,0.0,Neutral,0.3612,Positive
5 review-rating,Good shirts........,"Ordered these and jumped the gun thinking they were pocket Ts. I like pockets in my Ts, so I gave them to my son. He loves them!!",0.0,Neutral,0.658,Positive
4 review-rating,Buenos,"Se ven buenos pero parece que después de unas lavadas se van a estirar, luego actualizo la opinión.",0.0,Neutral,0.0,Neutral
4 review-rating,The polyester shirts do not breathe well,"Overall, I like these shirts. The tailoring is solid, they haven't fallen apart despite many commercial washings and the colors hold up well.

My main critique pertains to the polycot blended shirts. It is worth noting that despite the claims of moisture wicking, cool and dry, blah, blah, when you wear one of them on a hot summer day you will KNOW it. They do not breathe well and trap heat. Do a quick compare with 100 percent cotton and you will feel the difference.

For me, as a 3-season shirt the blends work just fine. I would stick to cotton or a performance tee during high Summer.",0.2008333333333333,Positive,0.8523,Positive
5 review-rating,Must have tees!,These are must have tee for young boys and men. So soft and well made. The colors are basics and can be matched with anything.,0.1,Positive,0.3321,Positive
5 review-rating,Great t-shirts,They are very soft and fit well. The tag less feature makes them even better.,0.21583333333333335,Positive,0.7759,Positive
5 review-rating,Great,"Exactly like the photo , great material , soft , right size , definitely worth it",0.3471428571428572,Positive,0.8807,Positive
5 review-rating,Best deal,"Bought these to tie dye. They are really comfy, well sized, and work perfect for my needs",0.6,Positive,0.7251,Positive
5 review-rating,T-Shirts,"Good shirts, fit was accurate and that's saying a lot with the mixture of dimensions used in China to represent one size in America.",0.5000000000000001,Positive,0.6597,Positive
5 review-rating,Exactly what I was looking for,"I really like cotton shirts rather than synthetic, as they are much softer, wick away sweat as opposed to synthetic shirts that trap the moisture, which makes these cotton shirts an excellent choice for the hot summer weather, and they feel great against my skin. The colors that I bought look real nice with just the right amount of weight that they maintain their shape even after washing them.
They do shrink somewhat, as noted by other reviews, so I thank them for that information, so I adjusted my purchase with their input in mind.
And the price is great, so all together they are exactly what I was looking for in a short sleeve summer T- shirt.",0.41461038961038965,Positive,0.9609,Positive
5 review-rating,Very Soft and Don’t Shrink,This is a good brand with quality shirts and good prices for the more you buy.,0.6333333333333333,Positive,0.7003,Positive
4 review-rating,I needed to read better...,"I really like a 60/40 poly cotton blend t-shirt and swear when I was buying these that it was the case. After closer inspection, only the ""heather"" shirts are 60/40 and the solids are 100%. Consequently, the heather shirts fit and feel great before and after the wash. The solids fit and feel great (not as good as the blend though) but the fit changed after the wash (shrinkage). This ones on me (literally) but wish they wouldn't mix fabrics for this type of thing.",0.4625000000000001,Positive,0.9446,Positive
4 review-rating,Gildens mens shirts,"Buy these all the time for my son. Well made, generously sized, wash well and last and last.",0.0,Neutral,0.7184,Positive
5 review-rating,T-Shirts (multi pack),"Outstanding value, washes well, breathable fabric ! My husband and I run a small camp wood business from home. These T- Shirts have become a go to for us for the last 3 seasons. Great product, we will purchase again.",0.29375,Positive,0.9168,Positive
4 review-rating,Nice shirts,These were purchased as a gift for a friend and they seemed to be nice and good quality,0.6499999999999999,Positive,0.8957,Positive
4 review-rating,"Very cheap and decent, but not without flaws.","They feel good. Not top-of-the-line soft, but not bad. Fit well. Look OK - from a distance.

I noticed some oddities at the seams on the shoulders when I took them from the package. After a couple washes, there's already some fraying. Again, nothing drastic, but not a great sign.

Just fine for around the house, working, etc.",0.2952380952380952,Positive,0.3606,Positive
5 review-rating,perfect,"Perfect fit, perfect colors, durable, simple, handsome, classy, laid back, everyday use shirts. Go get them.",0.35,Positive,0.9432,Positive
4 review-rating,Light duty,Ok. Very basic. Not heavy-duty.,0.0,Neutral,0.296,Positive
4 review-rating,Great value,Good undershirts. Great quality for the price,0.75,Positive,0.7906,Positive
5 review-rating,Undershirt,Good undershirt. Gildan fits better than other popular name brands and it’s a better value.,0.43499999999999994,Positive,0.9169,Positive
